Ticker,BTC
Gold,0.04674025687887686
USTreasury,0.02365009498642744
IXC,0.013635170892553575
IYE,0.012701270138570215
SPY,0.027666499942103795
VDE,0.011550270860719665
VXUS,0.02228012204249716
