Ticker,BTC
Gold,0.10677887560644177
USTreasury,0.0240308790164809
IXC,0.18386367821506394
IYE,0.18943747808843842
SPY,0.3910260627783428
VDE,0.18557234847078338
VXUS,0.3610969242240703
