Ticker,BTC
Gold,0.07547052729451735
USTreasury,0.0024129750710229305
IXC,0.13098638575623292
IYE,0.12034329469529527
SPY,0.20310042415788396
VDE,0.11914731956154857
VXUS,0.18793285652681455
