Ticker,BTC
Gold,0.06837434912925361
USTreasury,0.01633170453077027
IXC,0.1931669424630179
IYE,0.19314468283533415
SPY,0.3504771965569674
VDE,0.19066240317001368
VXUS,0.25913029321262293
