Ticker,BTC
Gold,0.07258933805770475
USTreasury,-0.010688334587856944
IXC,0.14681653180684864
IYE,0.15182386029992082
SPY,0.18526017852983093
VDE,0.15410089391777906
VXUS,0.163958059496841
