Ticker,BTC
Gold,2.0075093565661766e-05
USTreasury,-0.021331093567895157
IXC,0.0008955078632026992
IYE,-0.0052715045723946054
SPY,-0.0008746587979104785
VDE,-0.003126625806257878
VXUS,0.0056774708513225225
