Ticker,BTC
Gold,0.17356433615691694
USTreasury,-0.04167900870063723
IXC,0.2671617443109873
IYE,0.23236912480786137
SPY,0.3351470837261379
VDE,0.23147307036113876
VXUS,0.35930339764437963
